time_step,road_segment_id,local_car_density,average_speed_kmph,brake_events,phantom_jam_flag
2999,16,45,30.85,4,1
3000,5,37,98.75,4,0
3001,10,36,40.32,0,0
3002,3,21,46.33,0,0
3003,13,47,55.58,1,0
3004,43,12,57.71,1,0
3005,49,21,55.25,4,0
3006,30,21,65.41,2,0
3007,45,43,99.6,1,0
3008,6,6,100.12,0,0
3009,17,9,97.81,0,0
3010,45,1,21.12,3,0
3011,19,12,97.96,4,0
3012,42,14,23.23,2,0
3013,35,6,23.72,4,0
3014,46,1,114.26,0,0
3015,26,22,100.13,2,0
3016,5,34,70.77,1,0
3017,29,11,106.25,3,0
3018,37,3,118.83,0,0
3019,20,42,77.17,3,0
3020,49,6,77.42,4,0
3021,21,6,92.99,2,0
3022,10,20,35.54,4,0
3023,5,21,28.38,3,0
3024,36,2,93.55,0,0
3025,6,26,47.94,3,0
3026,26,31,24.86,0,0
3027,4,26,44.64,3,0
3028,39,32,49.45,4,0
3029,39,10,116.18,3,0
3030,35,23,86.78,1,0
3031,1,6,68.39,4,0
3032,24,23,116.58,3,0
3033,36,28,109.35,3,0
3034,6,49,66.32,2,0
3035,41,30,109.62,4,0
3036,46,14,54.47,2,0
3037,44,37,35.35,4,1
3038,31,32,35.59,0,0
3039,20,49,82.85,4,0
3040,24,34,65.12,4,0
3041,25,41,82.48,3,0
3042,36,44,85.47,1,0
3043,21,22,12.46,4,0
3044,30,31,15.94,2,1
3045,24,7,68.59,1,0
3046,44,41,31.01,4,1
3047,42,21,79.58,1,0
3048,30,16,70.74,0,0
3049,22,20,74.43,1,0
3050,28,43,43.27,0,0
3051,7,44,80.38,1,0
3052,35,47,101.24,1,0
3053,28,19,119.79,2,0
3054,14,48,102.23,2,0
3055,10,32,71.32,3,0
3056,16,15,31.28,1,0
3057,16,5,84.96,0,0
3058,31,11,113.14,1,0
3059,42,15,33.31,4,0
3060,25,29,38.16,0,0
3061,13,45,26.39,4,1
3062,6,4,91.04,3,0
3063,44,49,54.72,4,0
3064,9,36,16.9,3,1
3065,45,48,106.24,3,0
3066,36,23,71.34,3,0
3067,43,15,46.42,4,0
3068,20,46,47.84,3,0
3069,18,44,41.93,3,0
3070,43,3,60.1,2,0
3071,21,32,47.07,1,0
3072,4,10,70.27,3,0
3073,33,40,95.09,0,0
3074,27,38,84.19,0,0
3075,7,22,42.39,2,0
3076,6,14,68.16,4,0
3077,15,17,102.41,4,0
3078,18,21,17.5,4,0
3079,32,48,18.61,3,1
3080,11,15,71.18,4,0
3081,20,15,80.3,4,0
3082,24,1,33.26,1,0
3083,15,24,91.97,3,0
3084,48,12,81.09,3,0
3085,7,10,111.56,0,0
3086,21,46,28.58,0,0
3087,42,42,92.65,1,0
3088,26,42,19.2,2,1
3089,44,31,72.18,3,0
3090,14,11,70.71,0,0
3091,37,16,52.72,4,0
3092,21,9,102.9,3,0
3093,18,47,10.48,3,1
3094,5,14,67.22,3,0
3095,3,19,33.89,0,0
3096,23,31,91.78,1,0
3097,26,9,14.74,0,0
3098,37,36,101.47,4,0
3099,24,39,102.19,4,0
3100,49,26,101.62,2,0
3101,19,8,26.78,0,0
3102,25,24,79.34,0,0
3103,21,8,11.58,2,0
3104,12,19,103.28,2,0
3105,41,47,89.53,3,0
3106,33,48,68.43,3,0
3107,4,30,90.37,4,0
3108,42,22,20.38,1,0
3109,7,9,68.15,4,0
3110,22,44,42.04,0,0
3111,33,48,116.99,1,0
3112,17,4,104.28,3,0
3113,24,37,90.66,2,0
3114,34,8,112.71,2,0
3115,28,1,48.15,4,0
3116,43,28,109.1,0,0
3117,41,6,45.78,0,0
3118,39,47,90.61,2,0
3119,22,36,91.01,4,0
3120,49,11,12.02,4,0
3121,17,5,49.72,3,0
3122,34,24,12.14,3,0
3123,6,47,119.68,3,0
3124,46,18,23.44,1,0
3125,6,20,69.71,4,0
3126,34,28,96.96,4,0
3127,1,13,32.14,3,0
3128,10,5,63.36,2,0
3129,21,30,76.82,3,0
3130,5,1,27.62,1,0
3131,2,22,95.64,2,0
3132,22,18,42.93,4,0
3133,48,46,33.21,1,1
3134,2,5,71.41,1,0
3135,10,31,55.13,2,0
3136,34,6,111.23,3,0
3137,16,27,106.81,3,0
3138,48,25,63.17,0,0
3139,39,29,49.52,2,0
3140,22,28,45.81,3,0
3141,12,16,39.43,1,0
3142,24,12,69.9,3,0
3143,47,20,98.55,3,0
3144,40,18,44.18,1,0
3145,38,34,30.91,2,1
3146,10,23,62.3,0,0
3147,35,45,17.59,3,1
3148,49,27,87.14,3,0
3149,32,49,67.02,3,0
3150,7,17,64.6,2,0
3151,21,48,43.05,1,0
3152,20,21,109.51,1,0
3153,26,40,19.95,1,1
3154,4,31,105.68,1,0
3155,46,3,51.44,1,0
3156,22,17,106.87,1,0
3157,15,26,90.16,3,0
3158,40,23,21.46,3,0
3159,21,6,101.47,1,0
3160,15,28,85.04,1,0
3161,22,8,13.55,2,0
3162,28,45,24.71,2,1
3163,14,8,79.92,4,0
3164,27,19,82.89,3,0
3165,41,38,92.13,1,0
3166,40,29,89.23,3,0
3167,28,23,82.55,4,0
3168,26,47,94.29,2,0
3169,49,32,73.26,4,0
3170,2,10,38.69,0,0
3171,25,27,110.36,2,0
3172,3,49,12.0,3,1
3173,8,1,50.32,2,0
3174,44,39,90.18,4,0
3175,33,29,56.99,1,0
3176,42,45,12.73,4,1
3177,35,3,17.26,4,0
3178,6,47,81.35,1,0
3179,39,37,116.14,3,0
3180,23,31,70.7,3,0
3181,25,11,65.74,2,0
3182,43,22,45.02,4,0
3183,19,18,38.24,2,0
3184,5,35,12.31,1,1
3185,11,6,40.03,0,0
3186,12,3,59.4,3,0
3187,10,5,31.77,1,0
3188,8,9,19.61,3,0
3189,24,28,88.95,2,0
3190,28,19,108.41,0,0
3191,41,28,113.04,4,0
3192,36,27,77.98,3,0
3193,37,13,15.81,4,0
3194,21,38,91.49,2,0
3195,8,43,22.11,3,1
3196,9,21,83.67,2,0
3197,47,27,95.73,4,0
3198,15,46,89.85,2,0
3199,48,6,114.71,2,0
3200,46,38,91.2,2,0
3201,40,49,86.25,1,0
3202,18,11,38.79,1,0
3203,42,47,111.72,3,0
3204,20,41,29.75,2,1
3205,6,17,109.54,2,0
3206,12,39,44.39,2,0
3207,2,7,24.32,1,0
3208,7,30,100.94,4,0
3209,16,21,10.27,2,0
3210,3,1,101.53,0,0
3211,45,25,38.85,3,0
3212,3,32,107.32,1,0
3213,27,8,86.06,4,0
3214,43,5,83.28,0,0
3215,40,30,50.19,2,0
3216,38,8,16.53,1,0
3217,33,49,101.31,2,0
3218,28,19,28.8,3,0
3219,1,44,50.95,1,0
3220,8,30,76.04,0,0
3221,37,15,63.05,4,0
3222,32,36,31.85,4,1
3223,48,44,25.47,3,1
3224,43,27,23.56,4,0
3225,37,13,104.93,4,0
3226,4,14,13.47,3,0
3227,30,37,117.47,0,0
3228,6,48,31.84,1,1
3229,46,30,22.14,1,0
3230,19,39,73.47,3,0
3231,32,47,18.8,2,1
3232,9,13,76.27,3,0
3233,12,16,103.57,3,0
3234,11,44,15.27,3,1
3235,46,7,97.99,3,0
3236,16,48,53.39,4,0
3237,1,27,27.54,4,0
3238,45,45,29.37,0,0
3239,21,35,111.06,3,0
3240,30,15,22.17,1,0
3241,13,28,105.35,2,0
3242,34,35,69.87,4,0
3243,4,7,14.3,1,0
3244,28,46,61.09,4,0
3245,38,46,99.92,0,0
3246,31,20,89.88,2,0
3247,27,32,63.77,4,0
3248,5,38,104.61,2,0
3249,25,40,23.24,2,1
3250,3,32,110.09,1,0
3251,33,26,103.11,4,0
3252,4,39,87.91,2,0
3253,25,20,99.97,3,0
3254,20,18,69.82,2,0
3255,34,15,84.27,2,0
3256,26,22,71.67,4,0
3257,5,22,49.1,3,0
3258,35,21,72.57,2,0
3259,28,2,38.32,4,0
3260,29,40,58.43,4,0
3261,9,43,40.89,2,0
3262,38,18,23.52,0,0
3263,6,23,45.4,0,0
3264,19,13,103.72,1,0
3265,44,41,51.92,0,0
3266,11,9,92.28,0,0
3267,2,49,29.27,4,1
3268,47,7,56.69,4,0
3269,44,41,22.63,2,1
3270,44,1,25.25,2,0
3271,9,2,77.92,4,0
3272,21,4,76.82,2,0
3273,24,14,33.47,4,0
3274,34,32,62.19,0,0
3275,22,36,104.96,2,0
3276,3,2,29.16,0,0
3277,12,40,12.11,1,1
3278,28,14,81.72,2,0
3279,30,20,15.88,4,0
3280,26,25,117.79,4,0
3281,48,42,77.06,1,0
3282,21,49,61.74,4,0
3283,28,8,57.3,0,0
3284,26,28,73.04,4,0
3285,33,46,19.97,1,1
3286,21,21,112.3,3,0
3287,35,23,78.82,3,0
3288,34,32,30.24,0,0
3289,41,8,71.88,3,0
3290,47,31,24.66,4,1
3291,18,37,11.93,1,1
3292,11,16,79.36,0,0
3293,23,40,81.33,3,0
3294,48,42,74.21,4,0
3295,22,27,30.18,4,0
3296,17,40,76.38,2,0
3297,5,41,16.22,2,1
3298,44,18,77.02,1,0
3299,11,35,70.94,0,0
3300,30,49,82.08,3,0
3301,15,15,108.5,3,0
3302,27,27,103.54,4,0
3303,35,17,117.87,3,0
3304,33,40,117.39,1,0
3305,20,2,94.96,2,0
3306,16,49,115.21,4,0
3307,34,31,105.4,0,0
3308,2,37,90.03,4,0
3309,35,41,18.29,3,1
3310,40,41,15.4,1,1
3311,28,34,102.14,0,0
3312,47,34,63.86,4,0
3313,39,3,99.61,3,0
3314,6,17,44.42,4,0
3315,9,14,53.74,0,0
3316,20,14,87.02,3,0
3317,1,46,110.69,2,0
3318,8,38,19.65,0,0
3319,23,35,104.76,2,0
3320,3,1,97.23,2,0
3321,4,48,44.71,3,0
3322,25,29,49.07,4,0
3323,47,4,15.11,4,0
3324,38,33,11.73,1,1
3325,15,17,62.47,0,0
3326,21,28,20.51,0,0
3327,35,26,31.34,3,0
3328,46,8,103.14,3,0
3329,14,34,72.81,1,0
3330,36,18,79.7,1,0
3331,12,31,30.62,2,1
3332,17,27,101.15,1,0
3333,39,16,105.48,4,0
3334,9,10,67.57,2,0
3335,35,40,110.38,1,0
3336,13,12,102.93,4,0
3337,15,22,90.45,4,0
3338,18,16,90.75,2,0
3339,33,12,21.59,2,0
3340,6,11,39.79,4,0
3341,27,20,17.35,3,0
3342,23,1,10.95,2,0
3343,27,27,27.41,0,0
3344,34,3,106.85,3,0
3345,46,12,36.39,0,0
3346,38,30,116.72,1,0
3347,14,9,75.7,2,0
3348,36,37,36.1,2,1
3349,8,1,64.68,4,0
3350,35,42,34.1,2,1
3351,19,49,118.24,0,0
3352,30,4,103.2,3,0
3353,14,15,12.89,1,0
3354,20,27,114.26,3,0
3355,49,8,89.32,0,0
3356,25,23,19.06,1,0
3357,40,15,83.77,4,0
3358,24,27,81.16,2,0
3359,14,31,34.07,2,1
3360,26,39,93.43,4,0
3361,38,47,19.58,0,0
3362,23,8,63.84,4,0
3363,22,30,11.09,0,0
3364,48,42,116.56,1,0
3365,19,18,92.67,3,0
3366,46,4,27.47,3,0
3367,3,47,47.58,4,0
3368,42,43,27.66,2,1
3369,19,22,94.33,4,0
3370,9,3,16.48,2,0
3371,28,15,102.44,4,0
3372,20,35,113.64,4,0
3373,45,47,84.43,3,0
3374,7,38,33.43,2,1
3375,14,33,49.61,3,0
3376,9,14,62.5,2,0
3377,19,48,76.51,1,0
3378,47,1,83.55,1,0
3379,14,49,70.96,1,0
3380,38,26,48.64,0,0
3381,36,8,108.0,3,0
3382,40,16,18.95,3,0
3383,17,38,61.29,1,0
3384,30,10,95.31,4,0
3385,9,42,16.7,3,1
3386,33,37,87.59,2,0
3387,25,26,100.17,3,0
3388,14,28,82.69,3,0
3389,11,12,11.42,2,0
3390,35,20,29.82,1,0
3391,41,49,47.63,1,0
3392,14,14,35.71,2,0
3393,30,46,115.89,3,0
3394,41,35,81.68,3,0
3395,4,29,42.67,1,0
3396,4,12,112.27,0,0
3397,28,18,91.47,1,0
3398,8,44,41.31,2,0
3399,2,2,51.68,0,0
3400,41,2,31.94,0,0
3401,46,17,116.82,2,0
3402,22,10,66.9,4,0
3403,41,18,108.57,1,0
3404,16,22,48.11,3,0
3405,29,19,104.69,1,0
3406,49,1,15.93,2,0
3407,48,24,118.03,3,0
3408,30,36,110.32,4,0
3409,12,25,49.95,2,0
3410,35,36,95.22,1,0
3411,11,31,92.75,0,0
3412,46,31,109.14,2,0
3413,21,2,43.8,2,0
3414,21,19,61.21,1,0
3415,5,12,105.15,4,0
3416,48,10,95.64,1,0
3417,20,31,53.28,1,0
3418,37,45,103.03,4,0
3419,3,22,15.16,4,0
3420,44,23,96.03,2,0
3421,33,23,32.74,0,0
3422,9,15,41.47,1,0
3423,9,26,64.25,0,0
3424,4,3,59.47,4,0
3425,35,23,67.26,4,0
3426,17,20,69.93,1,0
3427,34,45,46.47,2,0
3428,24,40,29.28,1,1
3429,32,39,94.53,2,0
3430,1,8,54.0,3,0
3431,8,18,65.64,2,0
3432,45,41,80.92,1,0
3433,23,6,110.06,1,0
3434,47,27,87.83,2,0
3435,40,36,15.0,0,0
3436,12,15,102.24,2,0
3437,12,37,118.83,3,0
3438,46,5,61.97,3,0
3439,47,39,116.65,0,0
3440,15,9,70.21,3,0
3441,41,7,60.56,1,0
3442,19,41,46.45,0,0
3443,26,20,82.33,0,0
3444,29,10,35.28,0,0
3445,22,26,21.54,2,0
3446,40,4,13.0,2,0
3447,21,38,42.16,0,0
3448,38,24,53.53,3,0
3449,20,14,70.73,1,0
3450,29,41,42.2,1,0
3451,4,1,118.25,2,0
3452,7,17,42.09,4,0
3453,28,45,58.51,0,0
3454,28,24,21.36,4,0
3455,4,27,38.67,1,0
3456,22,7,15.32,2,0
3457,12,9,71.55,2,0
3458,45,43,92.62,2,0
3459,3,35,31.53,2,1
3460,22,12,50.47,2,0
3461,44,21,11.83,0,0
3462,2,3,102.35,4,0
3463,24,15,95.8,1,0
3464,34,21,16.96,1,0
3465,27,10,50.14,2,0
3466,41,33,115.08,2,0
3467,1,46,53.12,2,0
3468,8,6,67.88,3,0
3469,23,2,49.08,1,0
3470,38,29,75.57,2,0
3471,6,40,117.6,4,0
3472,22,33,119.73,3,0
3473,25,4,95.22,0,0
3474,18,4,54.47,3,0
3475,17,29,64.39,3,0
3476,12,37,49.24,3,0
3477,6,20,118.41,4,0
3478,26,41,87.85,1,0
3479,27,23,59.38,2,0
3480,8,45,11.33,4,1
3481,19,18,67.25,4,0
3482,42,49,118.23,2,0
3483,1,25,67.54,3,0
3484,29,1,30.07,0,0
3485,45,15,12.43,3,0
3486,49,34,49.02,3,0
3487,35,48,111.01,1,0
3488,40,20,119.62,3,0
3489,14,37,113.99,0,0
3490,35,27,90.24,4,0
3491,48,22,71.4,3,0
3492,45,5,74.98,4,0
3493,20,34,69.29,1,0
3494,49,39,87.78,0,0
3495,13,3,56.08,2,0
3496,38,17,83.61,2,0
3497,49,24,23.38,1,0
3498,46,24,39.23,0,0
3499,49,3,101.96,4,0
3500,8,45,109.41,1,0
3501,43,7,69.29,3,0
3502,20,25,13.48,4,0
3503,33,3,111.97,3,0
3504,26,15,87.23,3,0
3505,39,29,55.54,4,0
3506,21,29,75.82,3,0
3507,49,10,57.28,2,0
3508,42,32,61.19,4,0
3509,43,23,107.55,1,0
3510,41,39,27.72,2,1
3511,9,9,21.4,1,0
3512,24,37,10.3,0,0
3513,37,40,44.54,1,0
3514,49,14,26.22,4,0
3515,41,4,34.2,1,0
3516,17,20,11.24,0,0
3517,24,28,34.99,3,0
3518,21,14,46.6,4,0
3519,39,44,13.47,2,1
3520,41,34,76.87,2,0
3521,39,13,72.57,1,0
3522,13,31,20.67,2,1
3523,11,33,75.45,0,0
3524,46,39,119.85,2,0
3525,19,28,113.89,1,0
3526,11,25,10.29,2,0
3527,13,32,97.49,3,0
3528,46,9,48.9,3,0
3529,45,28,17.0,2,0
3530,1,31,42.56,4,0
3531,40,17,45.39,2,0
3532,44,23,67.56,3,0
3533,19,13,82.72,3,0
3534,12,10,92.4,0,0
3535,8,16,37.05,1,0
3536,8,6,45.39,0,0
3537,45,48,43.92,4,0
3538,12,11,49.9,1,0
3539,48,3,119.96,2,0
3540,33,28,95.57,2,0
3541,45,41,117.25,4,0
3542,26,15,86.24,3,0
3543,39,13,54.69,2,0
3544,28,42,52.87,0,0
3545,5,45,63.74,3,0
3546,8,17,55.86,2,0
3547,25,7,101.12,3,0
3548,27,28,61.15,1,0
3549,46,38,42.52,2,0
3550,23,13,95.23,2,0
3551,30,17,103.99,3,0
3552,45,15,56.25,1,0
3553,47,36,83.46,0,0
3554,23,28,16.47,1,0
3555,49,15,68.24,0,0
3556,47,46,14.95,4,1
3557,20,11,13.21,1,0
3558,18,31,77.42,0,0
3559,18,4,43.37,3,0
3560,2,35,91.68,0,0
3561,4,34,108.57,4,0
3562,30,27,25.33,0,0
3563,33,10,89.7,1,0
3564,36,30,66.6,0,0
3565,18,45,22.33,1,1
3566,37,20,81.68,4,0
3567,19,29,77.04,0,0
3568,47,29,66.72,0,0
3569,28,23,111.91,4,0
3570,40,21,67.32,0,0
3571,20,48,118.96,1,0
3572,49,43,66.02,2,0
3573,33,10,22.74,2,0
3574,12,41,61.75,1,0
3575,15,12,30.06,0,0
3576,41,30,75.68,1,0
3577,39,33,86.24,4,0
3578,2,18,61.53,1,0
3579,29,14,20.75,2,0
3580,41,22,61.55,3,0
3581,10,21,18.96,4,0
3582,2,1,85.03,0,0
3583,11,49,96.94,1,0
3584,13,43,115.86,4,0
3585,10,15,26.37,2,0
3586,14,36,68.57,0,0
3587,18,47,72.43,1,0
3588,9,22,111.47,1,0
3589,39,32,79.0,0,0
3590,28,46,26.01,3,1
3591,3,33,58.0,3,0
3592,20,41,82.02,4,0
3593,6,39,87.03,1,0
3594,27,23,104.94,4,0
3595,2,43,29.86,0,0
3596,29,2,114.67,4,0
3597,38,2,16.51,1,0
3598,3,38,118.21,3,0
3599,16,29,104.35,3,0
3600,30,46,82.63,0,0
3601,40,3,90.85,2,0
3602,2,39,18.0,4,1
3603,17,7,14.56,0,0
3604,41,36,21.19,3,1
3605,12,29,19.61,1,0
3606,35,37,70.21,1,0
3607,43,49,33.7,2,1
3608,1,36,104.62,2,0
3609,45,23,59.03,3,0
3610,15,45,86.51,2,0
3611,26,16,81.82,2,0
3612,37,48,45.18,1,0
3613,21,31,36.75,4,1
3614,49,34,47.67,1,0
3615,31,1,97.63,1,0
3616,25,18,74.49,3,0
3617,23,40,37.89,3,1
3618,24,43,99.96,4,0
3619,38,15,16.02,0,0
3620,28,48,86.91,2,0
3621,21,49,58.3,2,0
3622,43,17,90.44,1,0
3623,18,44,112.02,1,0
3624,36,10,92.5,4,0
3625,35,20,58.62,2,0
3626,45,6,26.61,1,0
3627,9,8,98.7,1,0
3628,38,45,60.68,3,0
3629,30,34,18.28,0,0
3630,44,32,89.1,4,0
3631,34,42,42.1,0,0
3632,32,4,15.38,0,0
3633,3,44,109.3,4,0
3634,3,39,63.14,2,0
3635,28,20,40.91,1,0
3636,44,24,88.8,4,0
3637,15,24,107.45,1,0
3638,41,26,10.03,3,0
3639,23,25,85.66,0,0
3640,40,36,94.37,3,0
3641,11,7,33.09,0,0
3642,48,10,63.86,2,0
3643,32,47,19.82,4,1
3644,36,12,92.14,2,0
3645,33,1,103.22,0,0
3646,24,25,21.9,3,0
3647,39,16,99.81,0,0
3648,34,5,94.87,2,0
3649,28,19,48.16,2,0
3650,37,4,85.93,3,0
3651,7,6,10.01,3,0
3652,4,26,112.5,2,0
3653,37,49,70.54,0,0
3654,1,39,78.24,0,0
3655,1,39,83.11,4,0
3656,47,9,71.75,2,0
3657,20,45,104.24,4,0
3658,19,14,77.07,2,0
3659,29,48,109.85,4,0
3660,10,9,74.06,1,0
3661,18,15,28.82,0,0
3662,28,37,110.49,0,0
3663,35,20,84.98,1,0
3664,43,8,86.92,3,0
3665,47,32,118.4,1,0
3666,31,47,18.27,0,0
3667,27,21,57.15,2,0
3668,11,41,36.3,4,1
3669,49,19,79.35,0,0
3670,49,29,98.75,1,0
3671,38,31,116.29,2,0
3672,5,6,60.01,0,0
3673,8,4,96.48,1,0
3674,34,43,110.88,0,0
3675,48,29,85.17,1,0
3676,12,42,36.7,1,1
3677,38,3,76.86,0,0
3678,1,1,116.69,2,0
3679,31,44,118.63,0,0
3680,4,15,80.66,0,0
3681,49,47,107.57,2,0
3682,45,21,32.04,0,0
3683,5,46,37.07,4,1
3684,30,31,114.82,4,0
3685,24,7,24.88,4,0
3686,3,17,31.02,1,0
3687,11,19,56.26,3,0
3688,45,39,74.85,0,0
3689,4,3,76.42,3,0
3690,26,30,42.12,4,0
3691,27,35,111.27,2,0
3692,46,29,110.66,4,0
3693,43,14,53.13,0,0
3694,27,35,57.77,3,0
3695,42,28,87.27,3,0
3696,6,30,82.93,1,0
3697,15,26,52.05,2,0
3698,30,7,55.57,4,0
3699,42,39,48.28,2,0
3700,37,31,35.89,0,0
3701,37,5,60.4,1,0
3702,42,35,85.51,4,0
3703,37,47,91.62,0,0
3704,35,14,95.68,2,0
3705,23,36,51.22,1,0
3706,6,27,94.11,4,0
3707,4,24,10.72,2,0
3708,18,40,62.48,4,0
3709,9,29,97.33,1,0
3710,49,45,79.3,1,0
3711,29,22,62.15,2,0
3712,13,8,80.91,4,0
3713,47,15,109.76,3,0
3714,17,49,72.3,0,0
3715,45,5,97.98,1,0
3716,32,4,117.88,4,0
3717,48,11,87.61,2,0
3718,22,18,73.07,2,0
3719,4,42,14.12,1,1
3720,5,49,51.19,1,0
3721,37,30,72.2,3,0
3722,41,15,97.69,2,0
3723,49,6,58.19,4,0
3724,13,16,115.61,0,0
3725,34,47,39.9,0,0
3726,45,40,91.9,3,0
3727,22,9,56.09,4,0
3728,23,43,63.46,0,0
3729,3,34,98.28,0,0
3730,42,27,42.58,4,0
3731,34,13,20.65,4,0
3732,32,36,67.23,1,0
3733,45,27,68.17,0,0
3734,49,9,97.69,0,0
3735,21,5,116.52,3,0
3736,46,22,16.08,1,0
3737,44,31,75.09,1,0
3738,21,3,84.94,0,0
3739,44,30,118.44,2,0
3740,11,21,113.68,2,0
3741,39,35,88.37,4,0
3742,4,6,67.4,1,0
3743,1,28,27.77,0,0
3744,28,32,52.26,0,0
3745,24,42,74.36,0,0
3746,35,37,89.77,3,0
3747,13,25,79.89,2,0
3748,47,32,88.55,3,0
3749,34,35,57.21,0,0
3750,11,22,90.04,0,0
3751,36,24,25.81,1,0
3752,17,39,27.88,1,1
3753,35,30,27.91,2,0
3754,18,32,108.0,4,0
3755,40,31,18.36,0,0
3756,22,23,98.17,1,0
3757,24,40,35.69,2,1
3758,19,33,61.53,3,0
3759,37,25,110.76,0,0
3760,39,36,74.45,4,0
3761,21,24,33.11,2,0
3762,8,31,41.25,4,0
3763,28,39,111.25,0,0
3764,5,46,56.99,2,0
3765,17,13,74.57,1,0
3766,37,10,60.59,4,0
3767,36,23,51.63,3,0
3768,19,18,34.56,3,0
3769,27,32,85.48,4,0
3770,34,33,89.01,0,0
3771,11,36,40.24,0,0
3772,45,28,96.79,0,0
3773,47,16,104.0,3,0
3774,12,16,111.27,3,0
3775,21,18,27.73,1,0
3776,11,8,43.43,0,0
3777,39,42,104.64,3,0
3778,28,16,31.84,3,0
3779,5,11,10.38,0,0
3780,17,6,105.79,0,0
3781,20,1,45.91,3,0
3782,41,12,55.59,4,0
3783,46,38,59.1,3,0
3784,12,28,103.31,1,0
3785,6,45,47.17,2,0
3786,17,17,108.15,0,0
3787,19,1,77.86,1,0
3788,26,32,68.0,4,0
3789,48,8,45.82,2,0
3790,44,40,36.81,3,1
3791,44,43,78.65,0,0
3792,32,46,59.16,3,0
3793,6,24,110.16,1,0
3794,36,10,64.08,0,0
3795,38,47,66.3,3,0
3796,11,39,55.84,0,0
3797,33,39,96.82,1,0
3798,24,10,56.73,3,0
3799,23,36,39.63,2,1
3800,15,25,104.82,4,0
3801,27,10,75.65,3,0
3802,11,19,75.07,0,0
3803,17,46,77.19,3,0
3804,14,45,89.07,0,0
3805,27,15,44.44,1,0
3806,18,16,13.72,4,0
3807,28,2,99.17,0,0
3808,47,29,24.18,3,0
3809,47,4,89.4,1,0
3810,4,29,19.05,2,0
3811,7,31,51.28,3,0
3812,45,17,16.93,4,0
3813,35,10,67.44,1,0
3814,48,27,81.84,3,0
3815,9,41,28.86,0,0
3816,8,15,50.88,0,0
3817,45,44,112.33,0,0
3818,17,31,58.66,3,0
3819,17,21,98.28,4,0
3820,49,41,111.99,0,0
3821,33,46,117.18,3,0
3822,32,45,108.82,3,0
3823,8,26,44.91,4,0
3824,19,38,115.88,1,0
3825,38,36,99.36,1,0
3826,3,17,102.09,3,0
3827,5,3,11.67,1,0
3828,13,14,114.97,2,0
3829,47,49,95.59,4,0
3830,46,13,94.48,3,0
3831,31,41,18.97,1,1
3832,16,27,35.58,1,0
3833,32,1,115.85,4,0
3834,22,17,65.07,0,0
3835,29,48,53.76,1,0
3836,22,34,102.39,4,0
3837,43,14,19.61,0,0
3838,3,17,55.86,3,0
3839,10,3,51.33,0,0
3840,42,34,48.48,1,0
3841,21,40,43.85,3,0
3842,16,25,33.11,3,0
3843,12,2,29.02,0,0
3844,2,34,80.44,3,0
3845,41,26,111.13,0,0
3846,24,31,65.97,0,0
3847,35,9,42.78,0,0
3848,30,30,27.51,4,0
3849,30,20,101.32,1,0
3850,47,21,116.86,3,0
3851,35,29,48.41,2,0
3852,19,25,42.0,1,0
3853,8,38,76.16,2,0
3854,26,44,95.29,0,0
3855,49,25,60.09,3,0
3856,40,9,79.31,1,0
3857,7,39,88.82,2,0
3858,30,44,115.67,2,0
3859,7,26,28.15,2,0
3860,3,37,119.71,1,0
3861,1,16,53.14,4,0
3862,36,37,89.55,0,0
3863,25,12,72.97,3,0
3864,37,24,63.53,2,0
3865,1,26,86.79,1,0
3866,15,20,53.53,2,0
3867,37,9,23.87,1,0
3868,13,23,63.78,4,0
3869,40,39,67.41,2,0
3870,8,29,32.21,2,0
3871,5,31,112.92,3,0
3872,9,19,35.02,1,0
3873,1,20,55.02,1,0
3874,36,23,27.04,4,0
3875,35,43,68.94,2,0
3876,2,27,43.84,3,0
3877,40,30,63.82,0,0
3878,23,21,34.71,3,0
3879,9,44,15.92,3,1
3880,34,35,95.71,3,0
3881,46,49,80.52,3,0
3882,14,7,47.48,2,0
3883,4,22,15.22,3,0
3884,30,10,105.21,1,0
3885,31,23,28.68,1,0
3886,38,15,112.38,3,0
3887,11,30,62.65,1,0
3888,35,34,47.44,2,0
3889,8,13,91.59,0,0
3890,3,4,106.45,3,0
3891,14,18,50.78,1,0
3892,13,23,54.81,1,0
3893,45,33,57.65,2,0
3894,32,34,111.46,2,0
3895,34,34,86.18,0,0
3896,45,36,37.24,4,1
3897,19,35,30.35,4,1
3898,38,17,35.34,4,0
3899,16,28,38.99,0,0
3900,2,14,35.32,3,0
3901,40,34,82.44,4,0
3902,17,48,22.75,4,1
3903,34,11,52.61,1,0
3904,42,13,78.76,1,0
3905,16,33,41.99,3,0
3906,38,2,17.18,2,0
3907,2,34,19.0,0,0
3908,2,29,23.86,4,0
3909,26,37,101.94,0,0
3910,13,4,82.36,1,0
3911,47,12,17.1,0,0
3912,31,26,53.02,1,0
3913,34,28,40.64,0,0
3914,39,3,73.58,1,0
3915,3,20,67.51,0,0
3916,8,10,62.92,4,0
3917,23,18,44.6,4,0
3918,14,27,25.16,3,0
3919,27,31,91.66,0,0
3920,29,27,106.78,2,0
3921,39,42,113.86,3,0
3922,39,1,16.45,0,0
3923,1,6,91.39,2,0
3924,17,11,89.92,4,0
3925,41,34,114.18,4,0
3926,30,39,37.82,4,1
3927,13,20,91.64,2,0
3928,21,21,16.01,1,0
